date,state,syndrome,cases_reported,population_coverage,data_source,incidence_rate,cases_7d_avg,pct_change,source,symptom_category,tweet_count,temperature,humidity,air_quality,cases_risk,twitter_risk,composite_risk,risk_level
2025-10-04,CA,COVID,401.0,100000.0,Clinical,401.0,394.7142857142857,0.0282051282051281,clinical,,,,,,0.08976942019252294,,,
2025-10-05,CA,COVID,427.0,100000.0,Clinical,427.00000000000006,396.1428571428572,0.0648379052369076,clinical,,,,,,0.0955898813521379,,,
2025-10-06,CA,COVID,360.0,100000.0,Clinical,360.0,395.57142857142856,-0.1569086651053863,clinical,,,,,,0.08059100067159167,,,
2025-10-07,CA,COVID,382.0,100000.0,Clinical,382.0,389.57142857142856,0.0611111111111111,clinical,,,,,,0.08551600626818893,,,
2025-10-08,CA,COVID,391.0,100000.0,Clinical,391.0,393.1428571428572,0.0235602094240838,clinical,,,,,,0.08753078128497874,,,
2025-10-09,CA,COVID,410.0,100000.0,Clinical,410.00000000000006,394.4285714285714,0.0485933503836317,clinical,,,,,,0.09178419520931273,,,
2025-10-10,CA,COVID,441.0,100000.0,Clinical,441.0,401.7142857142857,0.075609756097561,clinical,,,,,,0.0987239758226998,,,
2025-10-11,CA,COVID,372.0,100000.0,Clinical,372.0,397.57142857142856,-0.1564625850340135,clinical,,,,,,0.08327736736064473,,,
2025-10-12,CA,COVID,375.0,100000.0,Clinical,375.0,390.1428571428572,0.0080645161290322,clinical,,,,,,0.08394895903290799,,,
2025-10-13,CA,COVID,425.0,100000.0,Clinical,425.00000000000006,399.4285714285714,0.1333333333333333,clinical,,,,,,0.09514215357062905,,,
2025-10-14,CA,COVID,414.0,100000.0,Clinical,414.0,404.0,-0.0258823529411764,clinical,,,,,,0.09267965077233042,,,
2025-10-15,CA,COVID,383.0,100000.0,Clinical,383.0,402.8571428571428,-0.0748792270531401,clinical,,,,,,0.08573987015894337,,,
2025-10-16,CA,COVID,427.0,100000.0,Clinical,427.00000000000006,405.2857142857143,0.114882506527415,clinical,,,,,,0.0955898813521379,,,
2025-10-17,CA,COVID,454.0,100000.0,Clinical,454.0,407.1428571428572,0.063231850117096,clinical,,,,,,0.10163420640250728,,,
2025-10-18,CA,COVID,422.0,100000.0,Clinical,422.0,414.2857142857143,-0.0704845814977973,clinical,,,,,,0.09447056189836579,,,
2025-10-19,CA,COVID,433.0,100000.0,Clinical,433.0,422.57142857142856,0.0260663507109004,clinical,,,,,,0.09693306469666443,,,
2025-10-20,CA,COVID,396.0,100000.0,Clinical,396.0,418.4285714285714,-0.0854503464203233,clinical,,,,,,0.08865010073875083,,,
2025-10-21,CA,COVID,438.0,100000.0,Clinical,438.0,421.8571428571428,0.1060606060606059,clinical,,,,,,0.09805238415043653,,,
2025-10-22,CA,COVID,397.0,100000.0,Clinical,397.0,423.8571428571428,-0.093607305936073,clinical,,,,,,0.08887396462950527,,,
2025-10-23,CA,COVID,428.0,100000.0,Clinical,428.0,424.0,0.0780856423173803,clinical,,,,,,0.09581374524289232,,,
2025-10-24,CA,COVID,459.0,100000.0,Clinical,459.00000000000006,424.7142857142857,0.0724299065420561,clinical,,,,,,0.10275352585627938,,,
2025-10-25,CA,COVID,420.0,100000.0,Clinical,420.0,424.4285714285714,-0.0849673202614379,clinical,,,,,,0.09402283411685695,,,
2025-10-26,CA,COVID,466.0,100000.0,Clinical,466.0,429.1428571428572,0.1095238095238095,clinical,,,,,,0.10432057309156033,,,
2025-10-27,CA,COVID,482.0,100000.0,Clinical,482.0,441.4285714285714,0.0343347639484978,clinical,,,,,,0.10790239534363107,,,
2025-10-28,CA,COVID,432.0,100000.0,Clinical,432.0,440.57142857142856,-0.1037344398340248,clinical,,,,,,0.09670920080591,,,
2025-10-29,CA,COVID,452.0,100000.0,Clinical,452.0,448.4285714285714,0.0462962962962962,clinical,,,,,,0.10118647862099843,,,
2025-10-30,CA,COVID,416.0,100000.0,Clinical,416.0,446.7142857142857,-0.079646017699115,clinical,,,,,,0.09312737855383926,,,
2025-10-31,CA,COVID,430.0,100000.0,Clinical,430.0,442.57142857142856,0.0336538461538462,clinical,,,,,,0.09626147302440116,,,
2025-11-01,CA,COVID,464.0,100000.0,Clinical,464.0,448.8571428571428,0.0790697674418605,clinical,,,,,,0.10387284531005149,,,
2025-11-02,CA,COVID,515.0,100000.0,Clinical,515.0,455.8571428571428,0.1099137931034481,clinical,,,,,,0.11528990373852697,,,
2025-11-03,CA,COVID,440.0,100000.0,Clinical,440.0,449.8571428571428,-0.1456310679611651,clinical,,,,,,0.09850011193194538,,,
2025-11-04,CA,COVID,465.0,100000.0,Clinical,465.0,454.57142857142856,0.0568181818181818,clinical,,,,,,0.10409670920080591,,,
2025-11-05,CA,COVID,478.0,100000.0,Clinical,478.00000000000006,458.2857142857143,0.0279569892473119,clinical,,,,,,0.10700693978061339,,,
2025-11-06,CA,COVID,494.0,100000.0,Clinical,494.0,469.4285714285714,0.0334728033472804,clinical,,,,,,0.11058876203268413,,,
2025-11-07,CA,COVID,482.0,100000.0,Clinical,482.0,476.8571428571428,-0.0242914979757085,clinical,,,,,,0.10790239534363107,,,
2025-11-08,CA,COVID,489.0,100000.0,Clinical,489.0,480.4285714285714,0.0145228215767634,clinical,,,,,,0.10946944257891202,,,
2025-11-09,CA,COVID,491.0,100000.0,Clinical,491.00000000000006,477.0,0.0040899795501021,clinical,,,,,,0.10991717036042087,,,
2025-11-10,CA,COVID,503.0,100000.0,Clinical,503.0,486.0,0.0244399185336048,clinical,,,,,,0.11260353704947391,,,
2025-11-11,CA,COVID,467.0,100000.0,Clinical,467.0,486.2857142857143,-0.0715705765407554,clinical,,,,,,0.10454443698231475,,,
2025-11-12,CA,COVID,1232.0,100000.0,Clinical,1232.0,594.0,1.6381156316916488,clinical,,,,,,0.27580031340944705,,,
2025-11-13,CA,COVID,1315.0,100000.0,Clinical,1315.0,711.2857142857143,0.0673701298701299,clinical,,,,,,0.29438101634206404,,,
2025-11-14,CA,COVID,1251.0,100000.0,Clinical,1251.0,821.1428571428571,-0.0486692015209125,clinical,,,,,,0.2800537273337811,,,
2025-11-15,CA,COVID,1259.0,100000.0,Clinical,1259.0,931.1428571428572,0.0063948840927259,clinical,,,,,,0.28184463845981644,,,
2025-11-16,CA,COVID,1265.0,100000.0,Clinical,1265.0,1041.7142857142858,0.0047656870532168,clinical,,,,,,0.28318782180434293,,,
2025-11-17,CA,COVID,1370.0,100000.0,Clinical,1370.0,1165.571428571429,0.0830039525691699,clinical,,,,,,0.3066935303335572,,,
2025-11-18,CA,COVID,1235.0,100000.0,Clinical,1235.0,1275.2857142857142,-0.0985401459854015,clinical,,,,,,0.2764719050817103,,,
2025-11-19,CA,COVID,1319.0,100000.0,Clinical,1319.0,1287.7142857142858,0.0680161943319839,clinical,,,,,,0.2952764719050817,,,
2025-11-20,CA,COVID,1394.0,100000.0,Clinical,1394.0,1299.0,0.0568612585291887,clinical,,,,,,0.3120662637116633,,,
2025-11-21,CA,COVID,1356.0,100000.0,Clinical,1356.0,1314.0,-0.0272596843615494,clinical,,,,,,0.3035594358629953,,,
2025-11-22,CA,COVID,1342.0,100000.0,Clinical,1342.0,1325.857142857143,-0.0103244837758111,clinical,,,,,,0.3004253413924334,,,
2025-11-23,CA,COVID,1371.0,100000.0,Clinical,1371.0,1341.0,0.0216095380029806,clinical,,,,,,0.30691739422431163,,,
2025-11-24,CA,COVID,1402.0,100000.0,Clinical,1402.0,1345.571428571429,0.0226112326768781,clinical,,,,,,0.3138571748376987,,,
2025-07-28,CA,GASTROINTESTINAL,903.0,100000.0,Clinical,903.0,903.0,,clinical,,,,,,0.20214909335124245,,,
2025-07-29,CA,GASTROINTESTINAL,894.0,100000.0,Clinical,894.0,898.5,-0.0099667774086378,clinical,,,,,,0.20013431833445267,,,
2025-07-30,CA,GASTROINTESTINAL,983.0,100000.0,Clinical,983.0,926.6666666666666,0.099552572706935,clinical,,,,,,0.22005820461159614,,,
2025-07-31,CA,GASTROINTESTINAL,882.0,100000.0,Clinical,882.0,915.5,-0.1027466937945066,clinical,,,,,,0.1974479516453996,,,
2025-08-01,CA,GASTROINTESTINAL,936.0,100000.0,Clinical,936.0,919.6,0.0612244897959184,clinical,,,,,,0.20953660174613833,,,
2025-08-02,CA,GASTROINTESTINAL,881.0,100000.0,Clinical,881.0,913.1666666666666,-0.0587606837606837,clinical,,,,,,0.19722408775464517,,,
2025-08-03,CA,GASTROINTESTINAL,846.0,100000.0,Clinical,846.0,903.5714285714286,-0.039727582292849,clinical,,,,,,0.18938885157824042,,,
2025-08-04,CA,GASTROINTESTINAL,857.0,100000.0,Clinical,857.0,897.0,0.0130023640661938,clinical,,,,,,0.19185135437653905,,,
2025-08-05,CA,GASTROINTESTINAL,907.0,100000.0,Clinical,907.0,898.8571428571429,0.058343057176196,clinical,,,,,,0.20304454891426013,,,
2025-08-06,CA,GASTROINTESTINAL,843.0,100000.0,Clinical,843.0,878.8571428571429,-0.0705622932745314,clinical,,,,,,0.18871725990597715,,,
2025-08-07,CA,GASTROINTESTINAL,871.0,100000.0,Clinical,871.0000000000001,877.2857142857143,0.0332147093712928,clinical,,,,,,0.19498544884710095,,,
2025-08-08,CA,GASTROINTESTINAL,816.0,100000.0,Clinical,816.0000000000001,860.1428571428571,-0.0631458094144661,clinical,,,,,,0.1826729348556078,,,
2025-08-09,CA,GASTROINTESTINAL,846.0,100000.0,Clinical,846.0,855.1428571428571,0.036764705882353,clinical,,,,,,0.18938885157824042,,,
2025-08-10,CA,GASTROINTESTINAL,941.0,100000.0,Clinical,941.0,868.7142857142857,0.1122931442080379,clinical,,,,,,0.21065592119991045,,,
2025-08-11,CA,GASTROINTESTINAL,808.0,100000.0,Clinical,808.0,861.7142857142857,-0.1413390010626992,clinical,,,,,,0.18088202372957243,,,
2025-08-12,CA,GASTROINTESTINAL,800.0,100000.0,Clinical,800.0,846.4285714285714,-0.0099009900990099,clinical,,,,,,0.17909111260353705,,,
2025-08-13,CA,GASTROINTESTINAL,810.0,100000.0,Clinical,810.0,841.7142857142857,0.0124999999999999,clinical,,,,,,0.18132975151108127,,,
2025-08-14,CA,GASTROINTESTINAL,814.0,100000.0,Clinical,814.0,833.5714285714286,0.0049382716049382,clinical,,,,,,0.18222520707409895,,,
2025-08-15,CA,GASTROINTESTINAL,736.0,100000.0,Clinical,736.0,822.1428571428571,-0.0958230958230957,clinical,,,,,,0.16476382359525407,,,
2025-08-16,CA,GASTROINTESTINAL,810.0,100000.0,Clinical,810.0,817.0,0.1005434782608696,clinical,,,,,,0.18132975151108127,,,
2025-08-17,CA,GASTROINTESTINAL,746.0,100000.0,Clinical,746.0,789.1428571428571,-0.0790123456790123,clinical,,,,,,0.1670024625027983,,,
2025-08-18,CA,GASTROINTESTINAL,782.0,100000.0,Clinical,782.0,785.4285714285714,0.0482573726541555,clinical,,,,,,0.17506156256995747,,,
2025-08-19,CA,GASTROINTESTINAL,745.0,100000.0,Clinical,745.0,777.5714285714286,-0.047314578005115,clinical,,,,,,0.1667785986120439,,,
2025-08-20,CA,GASTROINTESTINAL,734.0,100000.0,Clinical,734.0,766.7142857142857,-0.0147651006711408,clinical,,,,,,0.16431609581374523,,,
2025-08-21,CA,GASTROINTESTINAL,734.0,100000.0,Clinical,734.0,755.2857142857143,0.0,clinical,,,,,,0.16431609581374523,,,
2025-08-22,CA,GASTROINTESTINAL,725.0,100000.0,Clinical,725.0,753.7142857142857,-0.0122615803814714,clinical,,,,,,0.16230132079695545,,,
2025-08-23,CA,GASTROINTESTINAL,676.0,100000.0,Clinical,676.0,734.5714285714286,-0.0675862068965517,clinical,,,,,,0.1513319901499888,,,
2025-08-24,CA,GASTROINTESTINAL,700.0,100000.0,Clinical,700.0,728.0,0.0355029585798816,clinical,,,,,,0.15670472352809492,,,
2025-08-25,CA,GASTROINTESTINAL,701.0,100000.0,Clinical,701.0,716.4285714285714,0.0014285714285713,clinical,,,,,,0.15692858741884935,,,
2025-08-26,CA,GASTROINTESTINAL,675.0,100000.0,Clinical,675.0,706.4285714285714,-0.0370898716119828,clinical,,,,,,0.1511081262592344,,,
2025-08-27,CA,GASTROINTESTINAL,752.0,100000.0,Clinical,752.0,709.0,0.114074074074074,clinical,,,,,,0.16834564584732484,,,
2025-08-28,CA,GASTROINTESTINAL,703.0,100000.0,Clinical,703.0,704.5714285714286,-0.065159574468085,clinical,,,,,,0.1573763152003582,,,
2025-08-29,CA,GASTROINTESTINAL,713.0,100000.0,Clinical,713.0,702.8571428571429,0.0142247510668562,clinical,,,,,,0.15961495410790238,,,
2025-08-30,CA,GASTROINTESTINAL,719.0,100000.0,Clinical,719.0,709.0,0.008415147265077,clinical,,,,,,0.16095813745242893,,,
2025-08-31,CA,GASTROINTESTINAL,671.0,100000.0,Clinical,671.0,704.8571428571429,-0.0667593880389429,clinical,,,,,,0.1502126706962167,,,
2025-09-01,CA,GASTROINTESTINAL,672.0,100000.0,Clinical,672.0,700.7142857142857,0.0014903129657228,clinical,,,,,,0.15043653458697112,,,
2025-09-02,CA,GASTROINTESTINAL,693.0,100000.0,Clinical,693.0,703.2857142857143,0.03125,clinical,,,,,,0.15513767629281397,,,
2025-09-03,CA,GASTROINTESTINAL,641.0,100000.0,Clinical,641.0,687.4285714285714,-0.075036075036075,clinical,,,,,,0.14349675397358405,,,
2025-09-04,CA,GASTROINTESTINAL,667.0,100000.0,Clinical,667.0,682.2857142857143,0.0405616224648985,clinical,,,,,,0.149317215133199,,,
2025-09-05,CA,GASTROINTESTINAL,679.0,100000.0,Clinical,679.0,677.4285714285714,0.0179910044977511,clinical,,,,,,0.15200358182225207,,,
2025-09-06,CA,GASTROINTESTINAL,715.0,100000.0,Clinical,715.0,676.8571428571429,0.0530191458026509,clinical,,,,,,0.16006268188941125,,,
2025-09-07,CA,GASTROINTESTINAL,656.0,100000.0,Clinical,656.0,674.7142857142857,-0.0825174825174824,clinical,,,,,,0.14685471233490038,,,
2025-09-08,CA,GASTROINTESTINAL,640.0,100000.0,Clinical,640.0,670.1428571428571,-0.024390243902439,clinical,,,,,,0.14327289008282965,,,
2025-09-09,CA,GASTROINTESTINAL,659.0,100000.0,Clinical,659.0,665.2857142857143,0.0296875,clinical,,,,,,0.14752630400716366,,,
2025-09-10,CA,GASTROINTESTINAL,674.0,100000.0,Clinical,674.0,670.0,0.022761760242792,clinical,,,,,,0.15088426236847996,,,
2025-09-11,CA,GASTROINTESTINAL,638.0,100000.0,Clinical,638.0,665.8571428571429,-0.0534124629080118,clinical,,,,,,0.1428251623013208,,,
2025-09-12,CA,GASTROINTESTINAL,631.0,100000.0,Clinical,631.0,659.0,-0.0109717868338558,clinical,,,,,,0.14125811506603986,,,
2025-09-13,CA,GASTROINTESTINAL,622.0,100000.0,Clinical,622.0,645.7142857142857,-0.0142630744849445,clinical,,,,,,0.13924334004925007,,,
2025-09-14,CA,GASTROINTESTINAL,613.0,100000.0,Clinical,613.0,639.5714285714286,-0.0144694533762057,clinical,,,,,,0.13722856503246025,,,
2025-09-15,CA,GASTROINTESTINAL,652.0,100000.0,Clinical,652.0,641.2857142857143,0.0636215334420879,clinical,,,,,,0.1459592567718827,,,
2025-09-16,CA,GASTROINTESTINAL,572.0,100000.0,Clinical,572.0,628.8571428571429,-0.1226993865030674,clinical,,,,,,0.128050145511529,,,
2025-09-17,CA,GASTROINTESTINAL,611.0,100000.0,Clinical,611.0,619.8571428571429,0.0681818181818181,clinical,,,,,,0.13678083725095141,,,
2025-09-18,CA,GASTROINTESTINAL,610.0,100000.0,Clinical,610.0,615.8571428571429,-0.0016366612111292,clinical,,,,,,0.136556973360197,,,
2025-09-19,CA,GASTROINTESTINAL,595.0,100000.0,Clinical,595.0,610.7142857142857,-0.0245901639344262,clinical,,,,,,0.13319901499888068,,,
2025-09-20,CA,GASTROINTESTINAL,608.0,100000.0,Clinical,608.0,608.7142857142857,0.0218487394957982,clinical,,,,,,0.13610924557868817,,,
2025-09-21,CA,GASTROINTESTINAL,653.0,100000.0,Clinical,653.0,614.4285714285714,0.0740131578947369,clinical,,,,,,0.1461831206626371,,,
2025-09-22,CA,GASTROINTESTINAL,572.0,100000.0,Clinical,572.0,603.0,-0.124042879019908,clinical,,,,,,0.128050145511529,,,
2025-09-23,CA,GASTROINTESTINAL,607.0,100000.0,Clinical,607.0,608.0,0.0611888111888112,clinical,,,,,,0.13588538168793374,,,
2025-09-24,CA,GASTROINTESTINAL,572.0,100000.0,Clinical,572.0,602.4285714285714,-0.057660626029654,clinical,,,,,,0.128050145511529,,,
2025-09-25,CA,GASTROINTESTINAL,602.0,100000.0,Clinical,602.0,601.2857142857143,0.0524475524475525,clinical,,,,,,0.13476606223416163,,,
2025-09-26,CA,GASTROINTESTINAL,602.0,100000.0,Clinical,602.0,602.2857142857143,0.0,clinical,,,,,,0.13476606223416163,,,
2025-09-27,CA,GASTROINTESTINAL,642.0,100000.0,Clinical,642.0,607.1428571428571,0.0664451827242524,clinical,,,,,,0.14372061786433848,,,
2025-09-28,CA,GASTROINTESTINAL,618.0,100000.0,Clinical,618.0,602.1428571428571,-0.0373831775700934,clinical,,,,,,0.13834788448623236,,,
2025-09-29,CA,GASTROINTESTINAL,617.0,100000.0,Clinical,617.0,608.5714285714286,-0.0016181229773463,clinical,,,,,,0.13812402059547796,,,
2025-09-30,CA,GASTROINTESTINAL,585.0,100000.0,Clinical,585.0,605.4285714285714,-0.0518638573743922,clinical,,,,,,0.13096037609133646,,,
2025-10-01,CA,GASTROINTESTINAL,597.0,100000.0,Clinical,597.0,609.0,0.0205128205128204,clinical,,,,,,0.13364674278038952,,,
2025-10-02,CA,GASTROINTESTINAL,575.0,100000.0,Clinical,575.0,605.1428571428571,-0.0368509212730318,clinical,,,,,,0.12872173718379226,,,
2025-10-03,CA,GASTROINTESTINAL,582.0,100000.0,Clinical,582.0,602.2857142857143,0.0121739130434783,clinical,,,,,,0.1302887844190732,,,
2025-10-04,CA,GASTROINTESTINAL,608.0,100000.0,Clinical,608.0,597.4285714285714,0.0446735395189004,clinical,,,,,,0.13610924557868817,,,
